date,product,state,country,type,route,tons,usd
1997-01-01,corn,ES,United States,Import,Sea,44.045,113029
1997-01-01,corn,GO,Argentina,Import,Ground,54,36720
1997-01-01,corn,GO,Bolivia,Export,Ground,0.2,180
1997-01-01,corn,GO,United States,Export,Sea,3.488,5688
1997-01-01,corn,MG,Argentina,Import,Ground,27,18630
1997-01-01,corn,MS,Paraguay,Export,Ground,40,38700
1997-01-01,corn,PE,Argentina,Import,Sea,6300,847350
1997-01-01,corn,PE,Uruguay,Import,Sea,2625,324188
1997-01-01,corn,PR,Argentina,Import,Ground,27,17010
1997-01-01,corn,PR,Netherlands,Export,Sea,170000,2e+07
1997-01-01,corn,PR,Paraguay,Export,Ground,258.3,386733
1997-01-01,corn,RS,United States,Export,Sea,70,142400
1997-01-01,corn,SC,Argentina,Export,Ground,8,4000
1997-01-01,corn,SP,Argentina,Import,Ground,189,123120
1997-01-01,corn,SP,Ecuador,Export,Air,0.34,6999
1997-01-01,corn,SP,Paraguay,Export,Ground,26.38,38728
1997-01-01,corn,SP,Paraguay,Export,Other,1.022,1876
1997-01-01,corn,SP,Paraguay,Import,Ground,2000,159340
1997-01-01,corn,SP,United States,Import,Sea,301.52,84009
1997-01-01,soybean_meal,GO,Netherlands,Export,Sea,419.07,119318
1997-01-01,soybean_meal,GO,Netherlands,Export,Sea,5000,1414250
1997-01-01,soybean_meal,MS,Germany,Export,Sea,140.672,38378
1997-01-01,soybean_meal,MS,Hungary,Export,Sea,15000,4042100
1997-01-01,soybean_meal,MS,Netherlands,Export,Sea,14000,3850162
1997-01-01,soybean_meal,MT,Germany,Export,Sea,5000,1397150
1997-01-01,soybean_meal,MT,Hungary,Export,Sea,10875.5,2902485
1997-01-01,soybean_meal,MT,Netherlands,Export,Sea,14926.385,3975031
1997-01-01,soybean_meal,PE,Argentina,Import,Sea,1500,410350
1997-01-01,soybean_meal,PE,Argentina,Import,Sea,2159,587615
1997-01-01,soybean_meal,PR,Bermuda,Export,Sea,2000,507960
1997-01-01,soybean_meal,PR,Cameroon,Export,Sea,300,84000
1997-01-01,soybean_meal,PR,Denmark,Export,Sea,2949.17,943734
1997-01-01,soybean_meal,PR,France,Export,Sea,25971.047,6948959
1997-01-01,soybean_meal,PR,Germany,Export,Sea,11796.328,3292290
1997-01-01,soybean_meal,PR,Hungary,Export,Sea,12586.772,3318511
1997-01-01,soybean_meal,PR,Indonesia,Export,Sea,6323,1905830
1997-01-01,soybean_meal,PR,Italy,Export,Sea,2093.164,589226
1997-01-01,soybean_meal,PR,Netherlands,Export,Sea,5430.274,543657
1997-01-01,soybean_meal,PR,Netherlands,Export,Sea,88292.244,24136218
1997-01-01,soybean_meal,PR,Panama,Export,Sea,16938.53,5106628
1997-01-01,soybean_meal,PR,Paraguay,Import,Ground,2500,623900
1997-01-01,soybean_meal,PR,Philippines,Export,Sea,23484.528,6816813
1997-01-01,soybean_meal,PR,Slovenia,Export,Sea,333.171,84139
1997-01-01,soybean_meal,PR,United Kingdom,Export,Sea,821.413,207497
1997-01-01,soybean_meal,RS,Chile,Export,Ground,3,1620
1997-01-01,soybean_meal,RS,China,Export,Sea,26483.179,7527569
1997-01-01,soybean_meal,RS,Denmark,Export,Sea,31000,8270690
1997-01-01,soybean_meal,RS,Israel,Export,Sea,4,1742
1997-01-01,soybean_meal,RS,Italy,Export,Sea,18567.31,4822699
1997-01-01,soybean_meal,RS,Japan,Export,Sea,19080,5016895
1997-01-01,soybean_meal,RS,Spain,Export,Sea,26250,7336875
1997-01-01,soybean_meal,RS,Turkey,Export,Sea,11200,3176100
1997-01-01,soybean_meal,SC,Denmark,Export,Sea,32200.83,8580017
1997-01-01,soybean_meal,SC,France,Export,Sea,21595,6213711
1997-01-01,soybean_meal,SC,Paraguay,Import,Ground,2300,551425
1997-01-01,soybean_meal,SP,France,Export,Sea,25710.473,7439088
1997-01-01,soybean_meal,SP,Netherlands,Export,Sea,10000,2627670
1997-01-01,soybean_oil,MS,Bolivia,Export,Other,48.053,43268
1997-01-01,soybean_oil,MT,China,Export,Sea,6000,3002191
1997-01-01,soybean_oil,PE,Argentina,Import,Sea,7140,3666390
1997-01-01,soybean_oil,PR,Argentina,Import,Sea,3000,1560000
1997-01-01,soybean_oil,PR,Bangladesh,Export,Sea,5430,2920399
1997-01-01,soybean_oil,PR,China,Export,Sea,8095,4129840
1997-01-01,soybean_oil,PR,Germany,Export,Sea,500,287150
1997-01-01,soybean_oil,PR,Hong Kong,Export,Sea,3000,1650000
1997-01-01,soybean_oil,PR,Netherlands,Export,Sea,5700,2907000
1997-01-01,soybean_oil,PR,Paraguay,Export,Ground,82.9,68000
1997-01-01,soybean_oil,PR,Paraguay,Export,Other,279.919,216454
1997-01-01,soybean_oil,RS,Bangladesh,Export,Sea,8930,4488751
1997-01-01,soybean_oil,RS,China,Export,Sea,20250,10208000
1997-01-01,soybean_oil,RS,India,Export,Sea,4600,2316024
1997-01-01,soybean_oil,RS,Iran,Export,Sea,4000,2480000
1997-01-01,soybean_oil,SP,Paraguay,Import,Ground,2657.46,1367931
1997-01-01,soybeans,GO,Spain,Export,Sea,13730,3954240
1997-01-01,soybeans,MT,Bolivia,Export,Other,100,60500
1997-01-01,soybeans,RS,Argentina,Export,Ground,200,104000
1997-01-01,sugar,PE,Algeria,Export,Air,1000,307000
1997-01-01,sugar,PE,Algeria,Export,Sea,12400,3587650
1997-01-01,sugar,PE,Gambia,Export,Sea,3560,1032400
1997-01-01,sugar,PE,Ghana,Export,Sea,9040,2798359
1997-01-01,sugar,PE,Iran,Export,Sea,28000,8190000
1997-01-01,sugar,PE,Libya,Export,Sea,28000,8529850
1997-01-01,sugar,PE,Senegal,Export,Sea,7000,1995000
1997-01-01,sugar,PE,Sri Lanka,Export,Air,600,184200
1997-01-01,sugar,PR,Chile,Export,Sea,860,256280
1997-01-01,sugar,PR,Yemen,Export,Sea,12500,3687500
1997-01-01,sugar,RN,Nigeria,Export,Sea,5000,1420000
1997-01-01,sugar,RN,Nigeria,Export,Sea,9000,2562000
1997-01-01,sugar,RS,Paraguay,Export,Other,0.013,68
1997-01-01,sugar,SC,Paraguay,Export,Other,0.845,1282
1997-01-01,sugar,SC,United Arab Emirates,Export,Sea,11870,3399320
1997-01-01,sugar,SC,Uruguay,Export,Ground,20.7,7825
1997-01-01,sugar,SP,Chile,Export,Sea,500,150250
1997-01-01,sugar,SP,Hong Kong,Export,Sea,258,74820
1997-01-01,sugar,SP,Italy,Export,Sea,64.5,20440
1997-01-01,sugar,SP,Jordan,Export,Sea,129,34830
1997-01-01,sugar,SP,Nigeria,Export,Sea,8000,2144000
1997-01-01,sugar,SP,Paraguay,Export,Other,0.237,825
1997-01-01,sugar,SP,Spain,Export,Sea,105,33275
1997-01-01,sugar,SP,Uruguay,Export,Ground,75,27000
1997-02-01,corn,BA,Argentina,Import,Sea,63,42630
1997-02-01,corn,ES,Argentina,Import,Sea,60,37200
1997-02-01,corn,ES,United States,Import,Sea,20,35483
1997-02-01,corn,ES,United States,Import,Sea,22.44,54391
1997-02-01,corn,MS,Russia,Export,Sea,10000,1190000
1997-02-01,corn,MS,Tunisia,Export,Sea,24879.244,2960630
1997-02-01,corn,PE,Argentina,Import,Sea,1642.366,256111
1997-02-01,corn,PE,Argentina,Import,Sea,7337,912837
1997-02-01,corn,PR,Argentina,Import,Ground,361,240930
1997-02-01,corn,PR,Bolivia,Export,Ground,27,47140
1997-02-01,corn,PR,Netherlands,Export,Sea,50000,5975000
1997-02-01,corn,PR,Paraguay,Import,Ground,2300,173100
1997-02-01,corn,PR,Senegal,Export,Sea,10900,1286200
1997-02-01,corn,PR,United States,Import,Sea,15.744,42312
1997-02-01,corn,RJ,South Africa,Import,Sea,200,51500
1997-02-01,corn,RS,Argentina,Import,Sea,126,18018
1997-02-01,corn,RS,United States,Export,Sea,982.453,1550645
1997-02-01,corn,SC,Argentina,Import,Ground,2515,209450
1997-02-01,corn,SC,Paraguay,Import,Ground,1000,70000
1997-02-01,corn,SC,Paraguay,Import,Ground,23300,1721750
1997-02-01,corn,SP,Argentina,Import,Ground,978,656244
1997-02-01,corn,SP,Argentina,Import,Sea,3150,544572
1997-02-01,corn,SP,Bolivia,Export,Air,0.1,600
1997-02-01,corn,SP,Japan,Export,Sea,0.202,933
1997-02-01,corn,SP,Mexico,Export,Air,0.825,8850
1997-02-01,corn,SP,Paraguay,Import,Ground,2500,199175
1997-02-01,corn,SP,United States,Export,Sea,78.64,117960
1997-02-01,corn,SP,United States,Import,Sea,249.46,69527
1997-02-01,soybean_meal,GO,Netherlands,Export,Sea,580.93,165403
1997-02-01,soybean_meal,MG,France,Export,Sea,11025,3100230
1997-02-01,soybean_meal,MG,Netherlands,Export,Sea,2875.09,786912
1997-02-01,soybean_meal,MS,France,Export,Sea,10126.11,2605026
1997-02-01,soybean_meal,MS,Germany,Export,Sea,983.19,269394
1997-02-01,soybean_meal,MT,Netherlands,Export,Sea,3000,770190
1997-02-01,soybean_meal,PE,Argentina,Import,Sea,1500,397500
1997-02-01,soybean_meal,PR,France,Export,Sea,2019,543111
1997-02-01,soybean_meal,PR,France,Export,Sea,34310.712,9275767
1997-02-01,soybean_meal,PR,Indonesia,Export,Sea,569.07,158202
1997-02-01,soybean_meal,PR,Italy,Export,Sea,1385.185,382889
1997-02-01,soybean_meal,PR,Netherlands,Export,Sea,13805.504,3793508
1997-02-01,soybean_meal,PR,Paraguay,Import,Ground,3907,1082169
1997-02-01,soybean_meal,RS,Bolivia,Export,Air,0.5,848
1997-02-01,soybean_meal,RS,Denmark,Export,Sea,432.46,120873
1997-02-01,soybean_meal,RS,Italy,Export,Sea,4078,1095740
1997-02-01,soybean_meal,RS,Japan,Export,Sea,200,53213
1997-02-01,soybean_meal,RS,Japan,Export,Sea,11335,2868180
1997-02-01,soybean_meal,RS,Paraguay,Import,Ground,1500,390000
1997-02-01,soybean_meal,RS,Spain,Export,Sea,10200,2838132
1997-02-01,soybean_meal,RS,Taiwan,Export,Sea,20.46,9208
1997-02-01,soybean_meal,RS,United Arab Emirates,Export,Sea,0.51,308
1997-02-01,soybean_meal,SC,France,Export,Sea,36189.89,9667633
1997-02-01,soybean_meal,SC,Germany,Export,Sea,28516.4,7721534
1997-02-01,soybean_meal,SC,Paraguay,Import,Ground,18300,4792751
1997-02-01,soybean_meal,SP,France,Export,Sea,2028,545532
1997-02-01,soybean_meal,SP,France,Export,Sea,2853.705,817496
1997-02-01,soybean_meal,SP,Japan,Export,Sea,1,1210
1997-02-01,soybean_oil,PR,China,Export,Sea,2265,1176564
1997-02-01,soybean_oil,PR,Morocco,Export,Sea,5000,2560000
1997-02-01,soybean_oil,PR,Netherlands,Export,Sea,4000,2220000
1997-02-01,soybean_oil,PR,Paraguay,Export,Ground,198.148,163370
1997-02-01,soybean_oil,PR,Paraguay,Export,Other,91.203,65759
1997-02-01,soybean_oil,RS,China,Export,Sea,13999.999,7490000
1997-02-01,soybean_oil,RS,India,Export,Sea,2500,1260000
1997-02-01,soybean_oil,RS,Morocco,Export,Sea,6000,3160000
1997-02-01,soybean_oil,RS,Singapore,Export,Sea,500,250000
1997-02-01,soybean_oil,SC,Paraguay,Export,Ground,6.628,5984
1997-02-01,soybean_oil,SP,Paraguay,Import,Ground,10500,5780000
1997-02-01,soybeans,GO,Netherlands,Export,Sea,3000,855450
1997-02-01,soybeans,MT,Netherlands,Export,Sea,5000,1436185
1997-02-01,soybeans,PR,Cuba,Export,Sea,305,87840
1997-02-01,soybeans,PR,Netherlands,Export,Sea,8790,2516673
1997-02-01,soybeans,SC,United States,Import,Sea,57663.777,15609944
1997-02-01,sugar,AL,Nigeria,Export,Sea,1000,306740
1997-02-01,sugar,PE,Ghana,Export,Sea,12500,3750000
1997-02-01,sugar,PR,Paraguay,Export,Ground,12.144,17157
1997-02-01,sugar,SC,Angola,Export,Sea,215,75681
1997-02-01,sugar,SC,Italy,Export,Sea,2021,583059
1997-02-01,sugar,SC,Jamaica,Export,Sea,26.3,9415
1997-02-01,sugar,SC,Paraguay,Export,Ground,0.097,307
1997-02-01,sugar,SC,Paraguay,Export,Other,1.011,1530
1997-02-01,sugar,SP,Italy,Export,Sea,64.5,20440
1997-02-01,sugar,SP,United States,Import,Air,0.001,30
1997-02-01,sugar,SP,United States,Import,Sea,5.84,11200
1997-02-01,sugar,SP,Yemen,Export,Sea,12000,3420000
1997-03-01,corn,CE,Argentina,Import,Ground,54,38880
1997-03-01,corn,DF,Angola,Export,Sea,700,526750
1997-03-01,corn,ES,United States,Import,Sea,61.616,141025
1997-03-01,corn,GO,Peru,Export,Sea,35,50800
1997-03-01,corn,MS,Algeria,Export,Sea,15000,1822500
1997-03-01,corn,PB,Argentina,Import,Sea,525,64575
1997-03-01,corn,PB,Argentina,Import,Sea,15765.175,2188206
1997-03-01,corn,PE,Argentina,Import,Sea,315,39400
1997-03-01,corn,PE,Argentina,Import,Sea,2625,420158
1997-03-01,corn,PE,Paraguay,Import,Sea,1500,185810
1997-03-01,corn,PR,Argentina,Import,Ground,35.4,19455
1997-03-01,corn,PR,Argentina,Import,Ground,390.28,675380
1997-03-01,corn,PR,Iran,Export,Sea,8580,1008150
1997-03-01,corn,PR,Panama,Export,Sea,23502.83,2761583
1997-03-01,corn,PR,Paraguay,Import,Ground,2506,166470
1997-03-01,corn,PR,United States,Import,Sea,9.773,26427
1997-03-01,corn,RJ,Argentina,Import,Ground,54,32400
1997-03-01,corn,RN,Argentina,Import,Sea,2415,345345
1997-03-01,corn,RS,Japan,Export,Sea,1.985,2232
1997-03-01,corn,SC,Paraguay,Import,Ground,3500,250000
1997-03-01,corn,SC,Paraguay,Import,Ground,9000,645000
1997-03-01,corn,SP,Angola,Export,Sea,600,451500
1997-03-01,corn,SP,Argentina,Import,Air,2.5,11354
1997-03-01,corn,SP,Argentina,Import,Ground,17.5,85100
1997-03-01,corn,SP,Argentina,Import,Ground,706,463548
1997-03-01,corn,SP,Argentina,Import,Sea,120,85200
1997-03-01,corn,SP,Bolivia,Export,Ground,1.02,1025
1997-03-01,corn,SP,Colombia,Export,Air,0.16,1280
1997-03-01,corn,SP,Colombia,Export,Air,1.05,1817
1997-03-01,corn,SP,Mexico,Export,Sea,30.38,52579
1997-03-01,corn,SP,United States,Import,Sea,17,31048
1997-03-01,corn,SP,United States,Import,Sea,398.067,146299
1997-03-01,soybean_meal,GO,Netherlands,Export,Sea,1219.348,336430
1997-03-01,soybean_meal,GO,Netherlands,Export,Sea,15744.44,4067473
1997-03-01,soybean_meal,GO,Netherlands,Export,Sea,18096,4365070
1997-03-01,soybean_meal,GO,Tunisia,Export,Sea,12440.4,3150217
1997-03-01,soybean_meal,MS,Denmark,Export,Sea,6000,1446000
1997-03-01,soybean_meal,MS,France,Export,Sea,2055.531,557850
1997-03-01,soybean_meal,MS,Germany,Export,Sea,3500,934425
1997-03-01,soybean_meal,MS,Hungary,Export,Sea,3700,966625
1997-03-01,soybean_meal,MS,Netherlands,Export,Sea,15000,4088250
1997-03-01,soybean_meal,MS,Netherlands,Export,Sea,15500,4456858
1997-03-01,soybean_meal,MS,Poland,Export,Sea,1000,266760
1997-03-01,soybean_meal,MT,France,Export,Sea,4000,1002200
1997-03-01,soybean_meal,MT,Germany,Export,Sea,13000,3134200
1997-03-01,soybean_meal,MT,Hungary,Export,Sea,4205,1098556
1997-03-01,soybean_meal,MT,Netherlands,Export,Sea,1986.148,526694
1997-03-01,soybean_meal,MT,Netherlands,Export,Sea,22716.169,6120984
1997-03-01,soybean_meal,MT,Netherlands,Export,Sea,24499.185,6406182
1997-03-01,soybean_meal,MT,Spain,Export,Sea,24077.184,6144777
1997-03-01,soybean_meal,PR,Cameroon,Export,Sea,400,120800
1997-03-01,soybean_meal,PR,Denmark,Export,Sea,13032.5,3079899
1997-03-01,soybean_meal,PR,France,Export,Sea,35463.185,9838632
1997-03-01,soybean_meal,PR,Germany,Export,Sea,18820.6,4743460
1997-03-01,soybean_meal,PR,Germany,Export,Sea,35000,9485000
1997-03-01,soybean_meal,PR,Hungary,Export,Sea,20993.897,5970518
1997-03-01,soybean_meal,PR,Italy,Export,Sea,7490,2049189
1997-03-01,soybean_meal,PR,Netherlands,Export,Sea,126108.452,33985522
1997-03-01,soybean_meal,PR,Paraguay,Import,Ground,3064.8,840312
1997-03-01,soybean_meal,PR,Poland,Export,Sea,2139.32,662097
1997-03-01,soybean_meal,PR,Slovenia,Export,Sea,6322.288,1742633
1997-03-01,soybean_meal,PR,Spain,Export,Sea,51075,13141038
1997-03-01,soybean_meal,RS,Australia,Export,Sea,15.95,7450
1997-03-01,soybean_meal,RS,Hong Kong,Export,Sea,20,11100
1997-03-01,soybean_meal,RS,Indonesia,Export,Sea,102.3,52173
1997-03-01,soybean_meal,RS,Israel,Export,Sea,2,830
1997-03-01,soybean_meal,RS,Israel,Export,Sea,5,2155
1997-03-01,soybean_meal,RS,Italy,Export,Sea,30000,8631000
1997-03-01,soybean_meal,RS,Thailand,Export,Sea,20,11100
1997-03-01,soybean_meal,SC,Denmark,Export,Sea,1800,460800
1997-03-01,soybean_meal,SC,Germany,Export,Sea,13350,3365544
1997-03-01,soybean_meal,SC,Paraguay,Import,Ground,2700,647325
1997-03-01,soybean_meal,SP,Denmark,Export,Sea,7300,1759300
1997-03-01,soybean_meal,SP,France,Export,Sea,10000,2596670
1997-03-01,soybean_meal,SP,Germany,Export,Sea,7465.625,1895635
1997-03-01,soybean_oil,MT,China,Export,Sea,6540,3382230
1997-03-01,soybean_oil,MT,Colombia,Export,Sea,2000,999140
1997-03-01,soybean_oil,MT,Malaysia,Export,Sea,1500,765000
1997-03-01,soybean_oil,PR,China,Export,Sea,3008.519,1567200
1997-03-01,soybean_oil,PR,Colombia,Export,Sea,1000,523930
1997-03-01,soybean_oil,PR,Germany,Export,Sea,500,298775
1997-03-01,soybean_oil,PR,Hong Kong,Export,Sea,3000,1674000
1997-03-01,soybean_oil,PR,India,Export,Sea,500,246000
1997-03-01,soybean_oil,PR,Netherlands,Export,Sea,405,209790
1997-03-01,soybean_oil,PR,Pakistan,Export,Sea,1295,666925
1997-03-01,soybean_oil,PR,Paraguay,Export,Ground,161.217,133974
1997-03-01,soybean_oil,PR,Paraguay,Export,Other,25.462,19322
1997-03-01,soybean_oil,RS,Denmark,Export,Sea,86.74,48993
1997-03-01,soybean_oil,SC,Angola,Export,Sea,1441.723,1104360
1997-03-01,soybean_oil,SC,Paraguay,Export,Ground,8.285,7580
1997-03-01,soybean_oil,SP,Cape Verde,Export,Sea,14.573,12760
1997-03-01,soybean_oil,SP,Paraguay,Import,Ground,6406,3514156
1997-03-01,soybean_oil,SP,United States,Import,Sea,5.038,2426
1997-03-01,soybeans,GO,Netherlands,Export,Sea,5825,1656238
1997-03-01,soybeans,GO,Netherlands,Export,Sea,6455.73,1862633
1997-03-01,soybeans,GO,Portugal,Export,Sea,815.56,247237
1997-03-01,soybeans,GO,Russia,Export,Sea,914,277079
1997-03-01,soybeans,GO,Spain,Export,Sea,2900,826935
1997-03-01,soybeans,GO,Spain,Export,Sea,16666.67,5000001
1997-03-01,soybeans,MT,Netherlands,Export,Sea,32470,9508735
1997-03-01,soybeans,MT,Norway,Export,Sea,5936.671,1662268
1997-03-01,soybeans,MT,Portugal,Export,Sea,3216,974930
1997-03-01,soybeans,MT,Spain,Export,Sea,6900,1978545
1997-03-01,soybeans,MT,Uzbekistan,Export,Sea,2000,555460
1997-03-01,soybeans,PR,Belgium,Export,Sea,839.63,250000
1997-03-01,soybeans,PR,Cayman Islands,Export,Sea,400,118908
1997-03-01,soybeans,PR,Croatia,Export,Sea,3000,909450
1997-03-01,soybeans,PR,Cuba,Export,Sea,178,53110
1997-03-01,soybeans,PR,Cuba,Export,Sea,642.7,196666
1997-03-01,soybeans,PR,France,Export,Sea,18015,5291906
1997-03-01,soybeans,PR,Georgia,Export,Sea,12028.024,3437709
1997-03-01,soybeans,PR,Netherlands,Export,Sea,6000,1705500
1997-03-01,soybeans,PR,Netherlands,Export,Sea,14100,4077873
1997-03-01,soybeans,PR,Netherlands,Export,Sea,211741.81,59211521
1997-03-01,soybeans,PR,Norway,Export,Sea,1063.329,274241
1997-03-01,soybeans,PR,Paraguay,Import,Ground,4000,867080
1997-03-01,soybeans,PR,Russia,Export,Sea,12000,3562800
1997-03-01,soybeans,PR,Russia,Export,Sea,26078.07,7874338
1997-03-01,soybeans,PR,Spain,Export,Sea,18000,5169984
1997-03-01,soybeans,PR,Spain,Export,Sea,33200,9547056
1997-03-01,soybeans,PR,United Kingdom,Export,Sea,30735,8470259
1997-03-01,soybeans,PR,Uzbekistan,Export,Sea,21500,5956325
1997-03-01,soybeans,SC,Netherlands,Export,Sea,1600,475632
1997-03-01,soybeans,SC,Paraguay,Import,Ground,2500,624335
1997-03-01,soybeans,SC,Paraguay,Import,Ground,5000,1090000
1997-03-01,soybeans,SC,Paraguay,Import,Ground,20500,4780400
1997-03-01,soybeans,SP,Netherlands,Export,Sea,2000,581300
1997-03-01,soybeans,SP,Netherlands,Export,Sea,52936.36,14486334
1997-03-01,sugar,AL,Ghana,Export,Sea,2000,647480
1997-03-01,sugar,AL,Nigeria,Export,Sea,23000,7047380
1997-03-01,sugar,AM,Netherlands,Import,Sea,3.8,183068
1997-03-01,sugar,PE,Italy,Export,Sea,722,274066
1997-03-01,sugar,PE,Libya,Export,Sea,1400,455900
1997-03-01,sugar,PE,Nigeria,Export,Sea,21000,5996900
1997-03-01,sugar,PI,Netherlands,Export,Air,0.05,757
1997-03-01,sugar,PR,Spain,Export,Sea,0.421,1245
1997-03-01,sugar,RJ,Germany,Import,Air,0.004,101
1997-03-01,sugar,SC,Angola,Export,Sea,43,15394
1997-03-01,sugar,SC,Italy,Export,Sea,1010.5,303150
1997-03-01,sugar,SC,Jamaica,Export,Sea,26.3,9415
1997-03-01,sugar,SC,Paraguay,Export,Other,0.65,977
1997-03-01,sugar,SC,Uruguay,Export,Ground,20.7,7825
1997-03-01,sugar,SP,France,Import,Air,1,1213
1997-03-01,sugar,SP,Greece,Export,Sea,105,31500
1997-03-01,sugar,SP,Jordan,Export,Sea,14700,3969000
1997-03-01,sugar,SP,United States,Import,Sea,0.061,252
1997-03-01,sugar,SP,United States,Import,Sea,6.804,5860
1997-04-01,corn,CE,Argentina,Import,Ground,54,38880
1997-04-01,corn,CE,Argentina,Import,Sea,600,73200
1997-04-01,corn,CE,Argentina,Import,Sea,15803.16,1975397
1997-04-01,corn,ES,United States,Import,Sea,22.752,53069
1997-04-01,corn,GO,Argentina,Import,Ground,54,26190
1997-04-01,corn,MS,Argentina,Import,Ground,27,17550
1997-04-01,corn,PB,Argentina,Import,Sea,1400,175952
1997-04-01,corn,PB,Paraguay,Import,Sea,1896,224866
1997-04-01,corn,PB,Paraguay,Import,Sea,2293.565,249999
1997-04-01,corn,PE,Argentina,Import,Sea,17785,2332936
1997-04-01,corn,PE,Paraguay,Import,Sea,12633.41,1392355
1997-04-01,corn,PR,Algeria,Export,Sea,14340,1649100
1997-04-01,corn,PR,Argentina,Import,Ground,27,12960
1997-04-01,corn,PR,Iran,Export,Sea,6659.85,765883
1997-04-01,corn,PR,Netherlands,Export,Sea,9100,1046500
1997-04-01,corn,PR,Paraguay,Export,Other,0.4,468
1997-04-01,corn,PR,Paraguay,Import,Ground,135,9450
1997-04-01,corn,PR,United States,Import,Sea,16.068,42829
1997-04-01,corn,RJ,Argentina,Import,Ground,27,13500
1997-04-01,corn,RN,Paraguay,Import,Sea,67.288,7334
1997-04-01,corn,RN,Paraguay,Import,Sea,120,14232
1997-04-01,corn,RS,Argentina,Export,Ground,720,595830
1997-04-01,corn,RS,Argentina,Import,Sea,1000,118600
1997-04-01,corn,RS,Paraguay,Import,Sea,115.351,12573
1997-04-01,corn,RS,Paraguay,Import,Sea,150,17790
1997-04-01,corn,SC,Paraguay,Import,Ground,940.735,65851
1997-04-01,corn,SC,Paraguay,Import,Ground,5477.26,407226
1997-04-01,corn,SP,Argentina,Import,Ground,54,24840
1997-04-01,corn,SP,Argentina,Import,Ground,1626,967390
1997-04-01,corn,SP,Bolivia,Export,Air,0.5,970
1997-04-01,corn,SP,Paraguay,Import,Sea,1249.636,152281
1997-04-01,corn,SP,United States,Export,Air,0.38,844
1997-04-01,corn,SP,United States,Import,Sea,609.158,158585
1997-04-01,soybean_meal,ES,Netherlands,Export,Sea,15647.46,3692801
1997-04-01,soybean_meal,GO,Netherlands,Export,Sea,8844.132,2445504
1997-04-01,soybean_meal,GO,Netherlands,Export,Sea,17705.56,4695216
1997-04-01,soybean_meal,GO,Thailand,Export,Sea,10002.035,2407405
1997-04-01,soybean_meal,MG,Netherlands,Export,Sea,10000,2994900
1997-04-01,soybean_meal,MS,Denmark,Export,Sea,7000,1750000
1997-04-01,soybean_meal,MS,France,Export,Sea,6000,1711020
1997-04-01,soybean_meal,MS,France,Export,Sea,7000,1766240
1997-04-01,soybean_meal,MS,Hungary,Export,Sea,16927.49,4810285
1997-04-01,soybean_meal,MS,Ireland,Export,Sea,5000,1453500
1997-04-01,soybean_meal,MS,Netherlands,Export,Sea,14100,4139760
1997-04-01,soybean_meal,MS,Netherlands,Export,Sea,19941.274,4963037
1997-04-01,soybean_meal,MS,Netherlands,Export,Sea,20200,5895825
1997-04-01,soybean_meal,MT,France,Export,Sea,13565,3439025
1997-04-01,soybean_meal,MT,France,Export,Sea,14500,3595620
1997-04-01,soybean_meal,MT,Hungary,Export,Sea,595,155444
1997-04-01,soybean_meal,MT,Ireland,Export,Sea,19153,5722222
1997-04-01,soybean_meal,MT,Malaysia,Export,Sea,1000,210100
1997-04-01,soybean_meal,MT,Netherlands,Export,Sea,2071.86,476009
1997-04-01,soybean_meal,MT,Netherlands,Export,Sea,6347,1863479
1997-04-01,soybean_meal,MT,Netherlands,Export,Sea,26200,6774788
1997-04-01,soybean_meal,MT,Poland,Export,Sea,18930,4595520
1997-04-01,soybean_meal,MT,Portugal,Export,Sea,14050,3344949
1997-04-01,soybean_meal,MT,South Korea,Export,Sea,3000,636460
1997-04-01,soybean_meal,MT,Spain,Export,Sea,10000,2390800
1997-04-01,soybean_meal,PR,Belgium,Export,Sea,32400,9218560
1997-04-01,soybean_meal,PR,Denmark,Export,Sea,2000,466710
1997-04-01,soybean_meal,PR,Denmark,Export,Sea,15700,4034560
1997-04-01,soybean_meal,PR,France,Export,Sea,7000,1701000
1997-04-01,soybean_meal,PR,France,Export,Sea,71329.628,20169331
1997-04-01,soybean_meal,PR,Hungary,Export,Sea,2497.51,709717
1997-04-01,soybean_meal,PR,Hungary,Export,Sea,8000,2424000
1997-04-01,soybean_meal,PR,Italy,Export,Sea,3000,817680
1997-04-01,soybean_meal,PR,Liechtenstein,Export,Sea,3000,723210
1997-04-01,soybean_meal,PR,Netherlands,Export,Sea,292840.918,78300869
1997-04-01,soybean_meal,PR,Netherlands Antilles,Export,Sea,5000,1369360
1997-04-01,soybean_meal,PR,North Korea,Export,Sea,6000,1693540
1997-04-01,soybean_meal,PR,Panama,Export,Sea,3000,873000
1997-04-01,soybean_meal,PR,Paraguay,Import,Ground,3000,791520
1997-04-01,soybean_meal,PR,Philippines,Export,Sea,32997.491,9564050
1997-04-01,soybean_meal,PR,Poland,Export,Sea,14660.565,3464241
1997-04-01,soybean_meal,PR,Portugal,Export,Sea,10860,2721327
1997-04-01,soybean_meal,PR,Slovenia,Export,Sea,2788.3,784760
1997-04-01,soybean_meal,PR,South Korea,Export,Sea,11000,3023275
1997-04-01,soybean_meal,PR,Spain,Export,Sea,19675,4677948
1997-04-01,soybean_meal,PR,Thailand,Export,Sea,11061.735,3237327
1997-04-01,soybean_meal,RS,Australia,Export,Sea,33.875,16095
