year,rtfpna;;;;
1950-01,0.6171478629112244;;;;
1951-01,0.6295884251594543;;;;
1952-01,0.638451337814331;;;;
1953-01,0.6518582105636597;;;;
1954-01,0.6461794376373291;;;;
1955-01,0.6687729358673096;;;;
1956-01,0.6609998941421509;;;;
1957-01,0.6621648073196411;;;;
1958-01,0.6548125147819519;;;;
1959-01,0.6806795001029968;;;;
1960-01,0.6781228184700012;;;;
1961-01,0.6806922554969788;;;;
1962-01,0.7000679969787598;;;;
1963-01,0.709036111831665;;;;
1964-01,0.7232545614242554;;;;
1965-01,0.7401488423347473;;;;
1966-01,0.7561739087104797;;;;
1967-01,0.7483883500099182;;;;
1968-01,0.7585538625717163;;;;
1969-01,0.7544527053833008;;;;
1970-01,0.7398825287818909;;;;
1971-01,0.7519034147262573;;;;
1972-01,0.7642947435379028;;;;
1973-01,0.7768552899360657;;;;
1974-01,0.7502252459526062;;;;
1975-01,0.7439113259315491;;;;
1976-01,0.7571526169776917;;;;
1977-01,0.7623404264450073;;;;
1978-01,0.7705070972442627;;;;
1979-01,0.76779937744140625;;;;
1980-01,0.7530056834220886;;;;
1981-01,0.7591724991798401;;;;
1982-01,0.7426289916038513;;;;
1983-01,0.7630539536476135;;;;
1984-01,0.7880086898803711;;;;
1985-01,0.8002187609672546;;;;
1986-01,0.8062083125114441;;;;
1987-01,0.808937132358551;;;;
1988-01,0.8211951851844788;;;;
1989-01,0.8304957151412964;;;;
1990-01,0.8322657942771912;;;;
1991-01,0.828066885471344;;;;
1992-01,0.8461574912071228;;;;
1993-01,0.8543828725814819;;;;
1994-01,0.8667795658111572;;;;
1995-01,0.869562566280365;;;;
1996-01,0.8842038512229919;;;;
1997-01,0.9001898765563965;;;;
1998-01,0.918917179107666;;;;
1999-01,0.9413750767707825;;;;
2000-01,0.9594316482543945;;;;
2001-01,0.9578253030776978;;;;
2002-01,0.966916561126709;;;;
2003-01,0.975909948348999;;;;
2004-01,0.9920576810836792;;;;
2005-01,1;;;;
2006-01,10040003061294500;;;;
2007-01,1006595253944390;;;;
2008-01,0.9984992742538452;;;;
2009-01,0.9867377877235413;;;;
2010-01,10094630718231200;;;;
2011-01,1020391821861260;;;;
